TransactionID,CustomerID,TransactionDate,ProductID,ProductName,Category,Price,Quantity,TotalAmount,Age,Gender
5284,859,2023-02-05,116,up,Clothing,158.48,3,475.44,20,Other
5285,7,2023-02-01,129,sure,Clothing,128.92,1,128.92,39,Other
5286,599,2023-06-18,150,whatever,Beauty,23.99,4,95.96,32,Male
5287,476,2023-02-07,144,we,Beauty,43.63,3,130.89,31,Male
5288,638,2023-01-11,113,produce,Beauty,157.31,2,314.62,57,Other
5289,583,2023-03-20,135,because,Electronics,57.5,3,172.5,32,Female
5290,391,2023-03-17,122,two,Beauty,189.94,2,379.88,66,Female
5291,29,2023-12-04,107,perhaps,Electronics,134.88,4,539.52,49,Female
5292,532,2023-02-10,136,still,Electronics,81.67,2,163.34,65,Male
5293,490,2023-08-30,137,guy,Home & Garden,11.98,2,23.96,42,Male
5294,612,2023-03-11,115,organization,Beauty,180.92,3,542.76,63,Other
5295,136,2023-01-28,111,make,Electronics,184.79,3,554.37,47,Female
5296,12,2023-08-10,128,know,Electronics,65.03,1,65.03,53,Female
5297,672,2022-12-19,102,necessary,Beauty,51.46,1,51.46,30,Male
5298,177,2023-02-11,104,game,Clothing,32.23,3,96.69,69,Male
5299,12,2023-07-09,109,campaign,Home & Garden,184.56,4,738.24,35,Other
5300,800,2023-03-10,121,set,Clothing,135.26,3,405.78,65,Other
5301,171,2023-09-03,142,future,Clothing,161.76,5,808.8,28,Female
5302,128,2023-10-31,101,social,Electronics,76.7,1,76.7,63,Male
5303,718,2023-01-01,139,church,Clothing,76.56,3,229.68,20,Other
5304,338,2022-12-05,124,size,Electronics,119.77,2,239.54,60,Female
5305,701,2023-08-13,118,soldier,Clothing,32.21,5,161.05,62,Male
5306,853,2023-08-27,103,hand,Clothing,30.02,2,60.04,62,Male
5307,852,2023-04-16,133,energy,Home & Garden,157.66,2,315.32,32,Other
5308,786,2022-12-12,127,evening,Electronics,126.28,4,505.12,38,Other
5309,782,2023-01-14,105,again,Home & Garden,138.21,2,276.42,44,Male
5310,593,2023-02-23,102,gas,Home & Garden,47.01,4,188.04,65,Female
5311,146,2023-12-01,106,new,Clothing,113.45,2,226.9,24,Other
5312,896,2023-05-26,131,girl,Clothing,89.52,4,358.08,37,Male
5313,253,2022-12-12,143,near,Beauty,53.61,3,160.83,54,Other
5314,939,2022-12-22,141,present,Clothing,16.05,2,32.1,61,Other
5315,755,2023-11-23,102,security,Beauty,102.34,3,307.02,22,Male
5316,577,2023-02-13,109,appear,Electronics,67.0,4,268.0,45,Male
5317,703,2023-02-07,147,society,Beauty,100.34,3,301.02,64,Male
5318,444,2023-01-28,116,individual,Clothing,51.85,5,259.25,51,Male
5319,839,2023-11-14,102,include,Clothing,12.63,5,63.15,64,Female
5320,209,2023-07-12,109,weight,Home & Garden,174.99,4,699.96,29,Female
5321,187,2022-12-21,141,political,Clothing,131.81,5,659.05,67,Female
5322,286,2022-12-19,116,seem,Electronics,88.31,5,441.55,52,Male
5323,172,2023-03-27,130,include,Electronics,134.92,1,134.92,37,Other
5324,274,2023-08-09,122,able,Electronics,47.1,2,94.2,28,Female
5325,398,2023-07-30,146,feeling,Home & Garden,59.79,4,239.16,54,Male
5326,455,2023-01-11,130,resource,Clothing,45.11,2,90.22,23,Female
5327,224,2022-12-19,124,produce,Home & Garden,153.53,3,460.59,41,Male
5328,757,2023-02-27,148,interesting,Clothing,47.69,5,238.45,58,Male
5329,746,2023-04-04,131,return,Clothing,107.88,2,215.76,65,Male
5330,928,2023-08-14,106,air,Electronics,10.52,1,10.52,49,Other
5331,418,2023-10-20,133,step,Electronics,147.04,2,294.08,54,Male
5332,659,2023-08-20,111,choose,Clothing,154.17,3,462.51,18,Female
5333,448,2023-03-10,145,since,Electronics,91.33,5,456.65,26,Other
5334,628,2022-12-08,103,reveal,Beauty,58.83,1,58.83,61,Male
5335,672,2023-09-01,103,onto,Beauty,164.0,1,164.0,55,Female
5336,574,2023-02-22,137,agent,Beauty,82.42,1,82.42,36,Male
5337,247,2023-02-06,144,collection,Beauty,56.77,3,170.31,22,Other
5338,561,2023-10-10,119,big,Electronics,43.43,5,217.15,69,Male
5339,407,2023-03-04,104,democratic,Home & Garden,110.54,5,552.7,58,Female
5340,746,2023-05-19,143,half,Clothing,82.43,5,412.15,31,Female
5341,66,2023-03-16,125,never,Electronics,17.67,3,53.01,69,Male
5342,797,2023-07-08,126,make,Clothing,32.39,2,64.78,66,Male
5343,37,2023-05-14,109,agency,Clothing,150.29,4,601.16,70,Female
5344,120,2023-11-15,131,face,Electronics,108.11,5,540.55,50,Female
5345,279,2023-06-11,110,whole,Beauty,15.37,4,61.48,56,Other
5346,995,2023-04-08,123,ready,Home & Garden,190.45,3,571.35,31,Male
5347,195,2023-11-22,118,as,Beauty,10.15,5,50.75,30,Other
5348,89,2023-05-20,111,up,Home & Garden,114.4,3,343.2,39,Male
5349,534,2023-01-06,142,general,Electronics,90.65,4,362.6,40,Other
5350,105,2023-10-25,114,religious,Electronics,59.21,1,59.21,26,Female
5351,231,2023-11-29,142,well,Beauty,139.46,2,278.92,49,Male
5352,158,2023-02-20,124,interest,Home & Garden,34.02,1,34.02,48,Female
5353,720,2023-09-17,113,half,Clothing,43.85,3,131.55,27,Other
5354,350,2022-12-11,148,according,Beauty,160.07,4,640.28,61,Other
5355,699,2023-09-17,137,more,Electronics,184.92,3,554.76,59,Other
5356,804,2023-03-26,134,process,Electronics,192.03,3,576.09,67,Male
5357,344,2023-03-29,125,last,Clothing,154.09,2,308.18,58,Male
5358,409,2022-12-14,146,increase,Electronics,82.46,3,247.38,55,Male
5359,927,2023-10-21,133,glass,Beauty,193.5,1,193.5,27,Male
5360,779,2023-03-13,117,line,Home & Garden,89.58,2,179.16,29,Female
5361,773,2023-11-09,111,discuss,Clothing,94.92,4,379.68,45,Other
5362,517,2023-10-09,131,budget,Beauty,178.08,1,178.08,18,Male
5363,582,2023-10-25,140,painting,Beauty,15.27,4,61.08,54,Male
5364,387,2023-08-23,110,behind,Home & Garden,176.65,4,706.6,66,Other
5365,524,2023-11-07,139,pretty,Electronics,121.67,5,608.35,44,Other
5366,271,2023-01-10,132,stand,Clothing,167.32,2,334.64,29,Female
5367,792,2023-07-21,141,fund,Beauty,195.75,4,783.0,67,Male
5368,732,2023-01-12,104,director,Home & Garden,44.72,5,223.6,69,Female
5369,318,2023-11-16,139,yet,Home & Garden,98.0,5,490.0,51,Male
5370,210,2023-04-09,131,responsibility,Beauty,150.03,2,300.06,33,Other
5371,710,2023-03-29,146,country,Clothing,187.41,3,562.23,22,Other
5372,560,2023-01-23,133,here,Clothing,37.62,1,37.62,20,Other
5373,251,2023-06-06,105,keep,Beauty,176.19,1,176.19,25,Male
5374,995,2023-06-30,133,question,Clothing,142.13,1,142.13,43,Female
5375,15,2023-11-14,123,hard,Clothing,129.84,4,519.36,30,Male
5376,556,2023-07-20,134,girl,Home & Garden,134.42,1,134.42,38,Male
5377,735,2022-12-11,135,apply,Clothing,170.26,3,510.78,31,Male
5378,132,2023-09-23,124,fight,Clothing,188.49,3,565.47,39,Female
5379,894,2023-06-18,149,city,Clothing,18.14,4,72.56,27,Male
5380,250,2023-01-26,104,listen,Home & Garden,108.42,2,216.84,57,Female
5381,979,2022-12-18,105,activity,Beauty,33.11,4,132.44,58,Other
5382,215,2023-04-30,112,thing,Beauty,74.99,1,74.99,61,Female
5383,223,2023-01-07,145,study,Beauty,135.35,2,270.7,43,Male
5384,849,2023-01-07,116,participant,Clothing,179.2,5,896.0,58,Male
5385,604,2023-09-01,104,social,Beauty,145.3,2,290.6,67,Male
5386,85,2023-02-02,135,prove,Beauty,145.65,4,582.6,23,Male
5387,410,2023-09-02,141,need,Clothing,49.37,5,246.85,58,Other
5388,393,2023-01-13,139,he,Clothing,133.45,3,400.35,22,Female
5389,822,2023-01-17,103,treatment,Beauty,198.47,4,793.88,19,Female
5390,551,2023-07-15,128,enjoy,Clothing,186.86,2,373.72,58,Female
5391,780,2023-04-25,105,center,Home & Garden,28.12,1,28.12,33,Female
5392,168,2023-11-18,102,make,Beauty,33.16,2,66.32,45,Female
5393,300,2023-11-02,146,nearly,Clothing,28.66,4,114.64,54,Male
5394,816,2023-03-18,137,home,Clothing,162.9,1,162.9,61,Female
5395,413,2023-06-10,101,particularly,Clothing,152.72,1,152.72,41,Other
5396,62,2023-06-27,116,middle,Electronics,192.74,1,192.74,32,Other
5397,682,2023-04-08,116,consider,Beauty,140.06,1,140.06,53,Female
5398,522,2023-04-20,137,structure,Electronics,149.29,1,149.29,47,Female
5399,637,2023-02-23,146,security,Electronics,196.37,2,392.74,32,Male
5400,650,2023-08-25,125,here,Home & Garden,17.16,5,85.8,27,Other
5401,430,2023-02-05,138,upon,Clothing,143.35,1,143.35,69,Other
5402,862,2023-09-26,108,picture,Electronics,130.12,1,130.12,28,Male
5403,816,2023-12-03,113,view,Clothing,104.9,4,419.6,21,Female
5404,680,2023-08-25,123,form,Beauty,29.11,2,58.22,37,Male
5405,217,2023-03-16,123,million,Home & Garden,84.81,4,339.24,61,Other
5406,363,2023-05-05,112,over,Electronics,77.44,1,77.44,68,Male
5407,861,2023-10-27,132,own,Electronics,119.28,5,596.4,24,Female
5408,511,2023-07-13,114,deal,Electronics,184.83,1,184.83,57,Male
5409,409,2023-03-30,130,within,Clothing,153.67,3,461.01,39,Female
5410,523,2023-04-17,146,trade,Electronics,122.81,3,368.43,57,Female
5411,554,2023-05-25,120,budget,Electronics,49.27,3,147.81,59,Male
5412,355,2023-04-09,111,firm,Beauty,119.32,5,596.6,64,Female
5413,723,2022-12-23,121,both,Beauty,136.08,2,272.16,28,Female
5414,632,2023-08-01,113,another,Beauty,194.49,3,583.47,64,Other
5415,36,2023-05-08,125,trip,Clothing,49.59,2,99.18,52,Female
5416,705,2023-05-02,113,allow,Beauty,184.2,4,736.8,47,Other
5417,205,2023-06-24,146,send,Clothing,151.76,2,303.52,46,Other
5418,215,2023-08-19,111,oil,Clothing,93.62,1,93.62,50,Female
5419,711,2023-01-20,102,may,Home & Garden,96.33,2,192.66,29,Female
5420,729,2023-11-25,104,southern,Home & Garden,163.37,4,653.48,35,Male
5421,737,2023-05-05,120,agent,Home & Garden,125.57,3,376.71,30,Female
5422,346,2023-09-01,112,new,Clothing,74.69,1,74.69,20,Other
5423,722,2023-11-10,138,air,Electronics,29.12,5,145.6,30,Male
5424,877,2022-12-26,150,issue,Clothing,152.85,3,458.55,41,Other
5425,495,2022-12-09,135,film,Beauty,34.15,2,68.3,59,Female
5426,919,2023-01-27,109,leader,Electronics,131.04,2,262.08,68,Female
5427,650,2023-05-09,108,see,Electronics,46.22,2,92.44,22,Female
5428,933,2023-04-01,110,professional,Beauty,186.84,1,186.84,34,Male
5429,892,2023-08-28,130,thus,Electronics,174.21,4,696.84,34,Female
5430,914,2023-03-07,107,culture,Electronics,146.63,2,293.26,32,Other
5431,161,2023-07-03,108,wear,Beauty,44.67,5,223.35,53,Other
5432,920,2023-06-25,145,among,Clothing,135.5,2,271.0,31,Female
5433,453,2023-09-03,116,any,Home & Garden,115.89,3,347.67,37,Other
5434,462,2023-04-14,101,why,Beauty,141.24,5,706.2,70,Male
5435,302,2023-06-08,109,collection,Clothing,149.72,1,149.72,45,Male
5436,499,2023-02-20,123,so,Home & Garden,148.78,1,148.78,50,Female
5437,293,2023-07-01,124,girl,Beauty,78.35,4,313.4,53,Other
5438,446,2023-04-22,118,suffer,Home & Garden,109.57,1,109.57,39,Other
5439,802,2023-01-21,148,adult,Beauty,94.94,1,94.94,21,Male
5440,396,2023-07-22,146,magazine,Beauty,82.99,2,165.98,28,Male
5441,883,2023-03-26,133,mother,Home & Garden,20.72,3,62.16,42,Other
5442,406,2023-03-28,128,establish,Clothing,155.45,3,466.35,68,Female
5443,662,2022-12-11,105,provide,Clothing,26.28,3,78.84,39,Female
5444,522,2023-07-16,103,see,Beauty,30.78,1,30.78,40,Female
5445,702,2023-03-02,127,argue,Electronics,111.01,4,444.04,67,Male
5446,225,2023-03-13,150,join,Clothing,39.28,3,117.84,67,Female
5447,11,2023-01-21,123,company,Beauty,134.73,2,269.46,44,Male
5448,504,2023-05-15,139,street,Beauty,105.59,3,316.77,59,Other
5449,838,2023-04-13,150,deal,Clothing,28.94,4,115.76,56,Male
5450,834,2023-02-09,127,since,Beauty,176.51,2,353.02,57,Female
5451,280,2023-11-08,146,quality,Beauty,150.58,1,150.58,63,Male
5452,68,2022-12-15,148,spend,Home & Garden,158.53,4,634.12,31,Other
5453,466,2023-01-06,149,nor,Clothing,128.64,4,514.56,64,Female
5454,581,2023-05-28,136,thousand,Electronics,167.14,4,668.56,54,Other
5455,737,2023-06-29,136,age,Electronics,90.42,3,271.26,61,Female
5456,315,2023-09-13,117,administration,Home & Garden,174.16,2,348.32,69,Other
5457,11,2023-03-07,149,through,Electronics,199.5,3,598.5,33,Male
5458,388,2023-02-06,108,walk,Electronics,169.31,4,677.24,40,Female
5459,685,2023-09-15,140,since,Home & Garden,149.85,5,749.25,39,Female
5460,762,2023-09-02,126,audience,Electronics,68.51,2,137.02,41,Female
5461,263,2023-07-06,145,role,Beauty,132.32,4,529.28,48,Female
5462,238,2023-03-17,129,least,Home & Garden,129.23,1,129.23,19,Female
5463,562,2023-05-04,120,drive,Beauty,159.89,1,159.89,35,Other
5464,788,2023-02-08,136,adult,Beauty,19.43,4,77.72,59,Other
5465,650,2023-06-09,109,help,Electronics,154.68,2,309.36,65,Female
5466,807,2023-04-22,139,seat,Home & Garden,41.55,3,124.65,54,Female
5467,801,2023-06-21,112,who,Electronics,90.23,4,360.92,58,Male
5468,554,2023-09-19,132,box,Home & Garden,157.57,3,472.71,33,Female
5469,622,2023-10-14,114,listen,Clothing,140.66,4,562.64,56,Female
5470,485,2023-03-17,106,front,Electronics,113.78,1,113.78,34,Female
5471,332,2022-12-14,104,popular,Home & Garden,174.83,3,524.49,63,Female
5472,932,2023-03-28,130,almost,Beauty,146.32,3,438.96,36,Female
5473,670,2023-11-29,114,use,Clothing,124.5,3,373.5,46,Female
5474,124,2023-02-02,106,theory,Beauty,161.89,3,485.67,22,Male
5475,369,2023-09-19,115,although,Home & Garden,100.43,2,200.86,26,Male
5476,201,2023-11-09,147,education,Beauty,60.61,2,121.22,51,Female
5477,3,2023-10-18,115,environment,Home & Garden,53.46,1,53.46,47,Female
5478,574,2023-11-26,130,eye,Clothing,96.05,3,288.15,20,Male
5479,635,2023-01-30,105,consider,Electronics,82.34,1,82.34,26,Other
5480,601,2023-06-23,146,lot,Beauty,108.49,5,542.45,34,Male
5481,584,2023-08-31,135,body,Clothing,56.19,1,56.19,35,Male
5482,964,2023-10-12,115,into,Electronics,70.55,2,141.1,18,Male
5483,733,2023-10-23,134,employee,Beauty,38.68,2,77.36,19,Male
5484,611,2023-09-13,138,fund,Clothing,39.24,3,117.72,44,Male
5485,297,2023-11-27,128,newspaper,Home & Garden,96.11,3,288.33,64,Female
5486,990,2023-04-09,143,instead,Beauty,67.93,3,203.79,58,Female
5487,180,2023-06-09,121,current,Beauty,163.28,3,489.84,48,Female
5488,42,2023-02-28,137,family,Home & Garden,122.6,1,122.6,42,Other
5489,992,2023-03-29,139,local,Home & Garden,188.35,3,565.05,68,Female
5490,235,2023-06-08,116,the,Home & Garden,10.32,4,41.28,41,Male
5491,875,2022-12-09,117,now,Home & Garden,19.39,2,38.78,29,Female
5492,156,2023-02-11,147,sport,Beauty,136.04,1,136.04,43,Female
5493,663,2023-01-12,132,wear,Electronics,76.11,5,380.55,21,Male
5494,454,2023-11-17,131,sell,Home & Garden,71.67,5,358.35,64,Other
5495,242,2022-12-12,147,receive,Clothing,34.24,5,171.2,61,Other
5496,41,2023-04-18,115,maintain,Home & Garden,68.63,5,343.15,43,Male
5497,221,2023-08-14,128,skin,Clothing,151.35,5,756.75,57,Other
5498,827,2023-04-06,106,process,Home & Garden,182.41,3,547.23,43,Male
5499,51,2023-01-19,101,community,Electronics,35.32,4,141.28,49,Male
5500,584,2022-12-15,105,politics,Home & Garden,162.53,1,162.53,70,Female
5501,939,2023-06-10,129,team,Home & Garden,150.23,1,150.23,24,Male
5502,505,2022-12-30,150,manage,Home & Garden,75.66,4,302.64,41,Other
5503,84,2022-12-05,119,study,Home & Garden,118.62,4,474.48,47,Male
5504,319,2023-11-29,146,know,Clothing,86.27,1,86.27,52,Male
5505,203,2023-08-05,148,century,Electronics,71.56,4,286.24,36,Other
5506,953,2023-07-02,124,since,Beauty,79.86,5,399.3,61,Male
5507,749,2023-02-23,133,ready,Beauty,119.04,3,357.12,57,Male
5508,177,2023-07-16,124,would,Beauty,111.5,5,557.5,41,Other
5509,862,2022-12-20,112,cost,Home & Garden,83.0,4,332.0,37,Other
5510,685,2023-05-06,125,institution,Home & Garden,91.78,5,458.9,47,Male
5511,931,2023-10-12,128,like,Home & Garden,69.81,3,209.43,49,Other
5512,41,2022-12-27,141,surface,Beauty,124.38,3,373.14,38,Male
5513,492,2023-09-29,103,guy,Clothing,191.2,2,382.4,33,Other
5514,23,2023-03-10,127,save,Home & Garden,74.9,2,149.8,63,Female
5515,264,2023-06-14,146,person,Beauty,33.04,2,66.08,46,Other
5516,996,2023-03-05,133,phone,Beauty,28.4,1,28.4,28,Female
5517,56,2023-03-25,141,pull,Clothing,139.12,1,139.12,48,Female
5518,597,2023-05-22,121,lawyer,Home & Garden,185.38,1,185.38,43,Other
5519,769,2023-03-14,102,husband,Clothing,135.34,5,676.7,39,Other
5520,554,2023-06-30,117,member,Clothing,23.84,2,47.68,58,Other
5521,27,2023-03-02,111,be,Home & Garden,183.19,4,732.76,57,Male
5522,207,2023-07-26,144,capital,Home & Garden,18.45,5,92.25,62,Female
5523,279,2023-05-02,121,blue,Clothing,185.6,2,371.2,54,Other
5524,673,2023-02-05,111,say,Home & Garden,112.34,2,224.68,21,Other
5525,927,2023-04-22,143,democratic,Electronics,28.38,3,85.14,70,Male
5526,692,2023-06-04,141,direction,Home & Garden,127.49,3,382.47,39,Other
5527,47,2023-09-03,137,place,Beauty,101.65,2,203.3,31,Female
5528,281,2023-06-18,147,leg,Beauty,173.63,1,173.63,30,Male
5529,297,2023-06-09,113,who,Electronics,116.58,1,116.58,34,Female
5530,550,2023-07-22,134,pay,Beauty,50.87,3,152.61,46,Male
5531,620,2023-08-08,144,actually,Beauty,63.98,4,255.92,70,Female
5532,442,2022-12-23,131,six,Electronics,152.99,2,305.98,33,Other
5533,628,2023-01-14,149,administration,Clothing,83.68,3,251.04,57,Other
5534,656,2023-04-17,108,after,Clothing,115.32,1,115.32,34,Female
5535,582,2023-08-16,130,fear,Home & Garden,44.34,3,133.02,41,Male
5536,446,2023-02-06,118,newspaper,Home & Garden,28.04,4,112.16,29,Other
5537,655,2023-10-18,113,true,Home & Garden,46.75,2,93.5,54,Other
5538,159,2023-04-21,135,light,Beauty,88.82,4,355.28,28,Other
5539,182,2023-09-18,108,guy,Electronics,99.41,3,298.23,44,Male
5540,237,2023-06-26,146,military,Electronics,146.31,2,292.62,37,Other
5541,158,2023-08-31,120,we,Home & Garden,12.46,5,62.3,65,Other
5542,264,2023-04-06,135,now,Beauty,167.62,3,502.86,20,Other
5543,879,2023-11-14,113,move,Home & Garden,152.58,1,152.58,18,Female
5544,674,2023-09-12,140,seven,Home & Garden,113.66,3,340.98,23,Female
5545,759,2023-08-31,140,beat,Beauty,140.42,1,140.42,69,Female
5546,242,2023-10-17,130,southern,Electronics,47.04,2,94.08,39,Other
5547,806,2023-02-21,122,heart,Home & Garden,132.23,4,528.92,50,Female
5548,442,2023-12-01,104,word,Clothing,183.03,4,732.12,35,Other
5549,678,2023-08-26,120,expect,Electronics,146.3,4,585.2,49,Female
5550,821,2023-03-08,110,music,Clothing,174.94,3,524.82,46,Male
5551,469,2023-06-02,122,special,Beauty,94.5,1,94.5,61,Other
5552,169,2023-03-19,117,likely,Beauty,196.64,2,393.28,65,Other
5553,901,2022-12-10,145,decade,Clothing,99.24,3,297.72,18,Other
5554,476,2023-02-13,143,up,Home & Garden,31.65,1,31.65,40,Other
5555,756,2023-01-07,119,positive,Electronics,14.03,1,14.03,19,Female
5556,572,2023-02-11,131,now,Electronics,135.6,1,135.6,21,Female
5557,22,2023-05-08,104,including,Clothing,90.75,1,90.75,42,Male
5558,527,2023-10-21,142,actually,Beauty,120.26,3,360.78,69,Female
5559,760,2023-04-29,105,decade,Clothing,54.5,3,163.5,51,Male
5560,661,2023-09-02,118,every,Electronics,91.8,2,183.6,22,Other
5561,567,2023-03-30,140,leader,Electronics,127.4,1,127.4,66,Other
5562,865,2023-03-17,144,up,Clothing,89.75,1,89.75,55,Female
5563,241,2023-09-09,138,nation,Home & Garden,174.2,4,696.8,34,Female
5564,117,2022-12-08,108,beyond,Clothing,110.38,5,551.9,65,Female
5565,149,2023-01-25,130,writer,Clothing,40.46,3,121.38,54,Male
5566,891,2023-02-24,136,economy,Home & Garden,50.47,5,252.35,41,Other
5567,10,2023-07-28,138,seek,Clothing,59.42,5,297.1,52,Other
5568,438,2023-07-29,120,short,Electronics,59.97,3,179.91,50,Other
5569,714,2023-04-25,125,up,Beauty,32.59,4,130.36,30,Other
5570,335,2023-10-21,106,so,Clothing,97.06,4,388.24,24,Male
5571,722,2023-03-11,109,either,Electronics,116.94,4,467.76,30,Female
5572,534,2023-09-19,148,expert,Beauty,122.21,4,488.84,52,Female
5573,901,2023-01-12,108,computer,Clothing,183.91,4,735.64,19,Male
5574,427,2023-09-01,115,consider,Home & Garden,173.96,3,521.88,27,Other
5575,504,2023-02-28,129,but,Home & Garden,158.01,3,474.03,66,Other
5576,231,2023-10-13,113,lawyer,Clothing,194.19,3,582.57,19,Female
5577,457,2023-06-16,131,poor,Home & Garden,11.68,3,35.04,61,Female
5578,264,2023-05-08,132,environmental,Home & Garden,73.34,2,146.68,48,Female
5579,265,2023-04-02,116,staff,Home & Garden,137.01,2,274.02,23,Male
5580,299,2023-01-08,118,newspaper,Home & Garden,108.82,2,217.64,50,Male
5581,87,2023-04-28,145,too,Beauty,109.54,5,547.7,22,Male
5582,307,2023-05-24,142,environment,Home & Garden,129.01,2,258.02,57,Male
5583,821,2023-05-30,122,yourself,Clothing,43.83,5,219.15,25,Other
5584,138,2023-11-20,107,man,Home & Garden,162.16,3,486.48,50,Male
5585,774,2023-02-20,136,improve,Home & Garden,92.85,3,278.55,58,Male
5586,146,2023-03-12,129,American,Electronics,195.61,1,195.61,65,Female
5587,601,2023-11-23,107,modern,Electronics,21.33,4,85.32,61,Other
5588,269,2023-02-23,116,agent,Clothing,105.59,4,422.36,26,Other
5589,95,2023-05-09,112,no,Home & Garden,189.43,2,378.86,56,Female
5590,985,2023-03-17,146,kitchen,Beauty,31.55,2,63.1,60,Other
5591,807,2023-08-27,136,major,Home & Garden,141.57,4,566.28,66,Female
5592,596,2022-12-14,120,pressure,Beauty,105.56,5,527.8,65,Other
5593,188,2023-09-25,114,ahead,Clothing,93.3,4,373.2,54,Female
5594,454,2023-11-18,101,always,Home & Garden,159.73,1,159.73,57,Other
5595,97,2023-09-01,143,cause,Home & Garden,161.7,3,485.1,61,Other
5596,154,2023-04-10,144,research,Beauty,109.99,4,439.96,39,Other
5597,795,2023-02-07,148,writer,Electronics,96.24,2,192.48,50,Male
5598,206,2023-05-07,109,ever,Electronics,10.16,5,50.8,46,Other
5599,529,2023-01-21,115,always,Electronics,114.92,4,459.68,42,Other
5600,926,2023-08-18,137,quite,Electronics,31.62,4,126.48,46,Other
5601,577,2023-09-02,106,final,Beauty,80.37,1,80.37,24,Female
5602,371,2023-11-07,128,step,Beauty,29.06,2,58.12,18,Other
5603,698,2023-06-20,145,such,Electronics,68.06,4,272.24,53,Male
5604,43,2023-07-01,143,voice,Clothing,118.21,3,354.63,46,Other
5605,735,2023-07-10,146,about,Beauty,43.28,1,43.28,69,Male
5606,151,2023-03-24,110,technology,Electronics,176.03,4,704.12,32,Male
5607,472,2023-09-03,137,senior,Clothing,109.81,5,549.05,47,Other
5608,511,2023-01-15,110,call,Home & Garden,171.15,4,684.6,18,Other
5609,416,2023-03-11,127,certainly,Beauty,185.84,4,743.36,62,Other
5610,820,2022-12-10,130,high,Electronics,44.09,3,132.27,24,Male
5611,661,2023-05-30,141,main,Electronics,111.57,2,223.14,29,Female
5612,920,2023-10-10,108,protect,Clothing,178.97,4,715.88,65,Female
5613,903,2022-12-19,147,of,Clothing,199.43,5,997.15,60,Other
5614,948,2023-10-03,110,others,Beauty,22.67,2,45.34,46,Female
5615,63,2023-09-23,143,agent,Electronics,170.43,3,511.29,56,Female
5616,250,2023-07-16,114,walk,Electronics,54.77,4,219.08,47,Other
5617,41,2023-07-11,113,bank,Home & Garden,102.42,3,307.26,31,Female
5618,520,2023-11-02,147,party,Home & Garden,143.33,1,143.33,23,Male
5619,402,2023-10-07,142,road,Electronics,66.11,3,198.33,69,Male
5620,379,2023-11-23,132,worry,Electronics,104.34,4,417.36,32,Female
5621,830,2023-07-09,133,use,Beauty,97.52,5,487.6,26,Male
5622,364,2023-10-04,104,blue,Home & Garden,15.44,5,77.2,57,Male
5623,815,2023-10-09,120,community,Electronics,96.69,1,96.69,25,Other
5624,451,2023-01-24,139,consider,Beauty,118.09,3,354.27,24,Female
5625,404,2023-07-22,116,focus,Beauty,18.28,2,36.56,31,Other
5626,921,2023-03-05,119,share,Beauty,193.34,5,966.7,62,Female
5627,46,2023-06-16,117,reveal,Beauty,45.84,3,137.52,70,Female
5628,926,2023-10-26,146,effect,Home & Garden,109.51,2,219.02,29,Male
5629,138,2023-04-05,126,Mrs,Beauty,93.84,2,187.68,31,Male
5630,146,2023-01-07,122,a,Electronics,23.67,1,23.67,50,Male
5631,134,2023-01-02,104,us,Clothing,45.69,4,182.76,67,Other
5632,479,2023-11-03,127,both,Home & Garden,133.48,3,400.44,30,Female
5633,826,2023-01-19,146,owner,Electronics,193.54,5,967.7,32,Other
5634,699,2022-12-22,104,treatment,Electronics,96.14,5,480.7,62,Female
5635,726,2023-04-21,107,bad,Clothing,82.47,2,164.94,54,Other
5636,751,2023-07-19,106,quality,Home & Garden,131.38,2,262.76,21,Male
5637,275,2023-05-28,113,usually,Electronics,112.78,2,225.56,29,Female
5638,320,2022-12-11,105,gun,Clothing,180.08,1,180.08,35,Female
5639,182,2023-07-08,113,back,Electronics,187.75,3,563.25,37,Male
5640,908,2023-07-31,147,exist,Home & Garden,135.59,5,677.95,26,Male
5641,863,2022-12-29,128,these,Beauty,94.58,1,94.58,19,Other
5642,290,2023-06-06,112,tonight,Electronics,78.86,1,78.86,29,Female
5643,916,2023-06-10,115,outside,Electronics,92.09,4,368.36,33,Female
5644,43,2023-09-04,140,morning,Home & Garden,170.99,2,341.98,44,Other
5645,633,2023-04-20,144,anyone,Clothing,62.57,3,187.71,20,Male
5646,21,2023-01-15,107,along,Home & Garden,83.92,3,251.76,69,Other
5647,636,2023-07-15,112,one,Electronics,85.22,1,85.22,33,Male
5648,531,2023-03-31,139,PM,Clothing,112.11,5,560.55,67,Female
5649,204,2023-09-27,107,evening,Home & Garden,166.03,3,498.09,51,Other
5650,668,2023-05-13,127,create,Clothing,141.21,2,282.42,44,Female
5651,669,2023-07-06,140,organization,Beauty,76.93,5,384.65,21,Other
5652,441,2023-05-14,131,quality,Electronics,112.34,5,561.7,64,Female
5653,731,2023-11-19,127,always,Electronics,161.84,4,647.36,64,Other
5654,677,2023-06-18,108,show,Beauty,190.55,3,571.65,50,Male
5655,80,2022-12-09,124,author,Electronics,128.96,4,515.84,50,Female
5656,498,2023-11-11,122,phone,Home & Garden,67.65,2,135.3,23,Female
5657,526,2023-01-05,120,deep,Electronics,118.89,5,594.45,45,Other
5658,987,2023-08-30,115,and,Home & Garden,148.75,2,297.5,22,Other
